hash_digest,name,table,release,elapsed_secs
25c22a77f7386f75c8a53ba8aec5d215,"Minneapolis, MN Neighborhoods",P2,dec_pl94_compare_2020_2010,0:00:16.308246
25c22a77f7386f75c8a53ba8aec5d215,"Minneapolis, MN Neighborhoods",P3,dec_pl94_compare_2020_2010,0:00:14.698203
25c22a77f7386f75c8a53ba8aec5d215,"Minneapolis, MN Neighborhoods",P4,dec_pl94_compare_2020_2010,0:00:16.204206
25c22a77f7386f75c8a53ba8aec5d215,"Minneapolis, MN Neighborhoods",P5,dec2020_pl94,0:00:08.506699
25c22a77f7386f75c8a53ba8aec5d215,"Minneapolis, MN Neighborhoods",H1,dec_pl94_compare_2020_2010,0:00:10.855990
3f6e12cd367089ec55787de253a4f0ec,"San Francisco, CA Supervisor Districts (2012 Redistricting)",block_assignment,2020,0:00:07.980096
3f6e12cd367089ec55787de253a4f0ec,"San Francisco, CA Supervisor Districts (2012 Redistricting)",block_assignment,2010,0:00:07.146897
3f6e12cd367089ec55787de253a4f0ec,"San Francisco, CA Supervisor Districts (2012 Redistricting)",P1,dec_pl94_compare_2020_2010,0:00:38.339413
3f6e12cd367089ec55787de253a4f0ec,"San Francisco, CA Supervisor Districts (2012 Redistricting)",P2,dec_pl94_compare_2020_2010,0:00:33.362315
3f6e12cd367089ec55787de253a4f0ec,"San Francisco, CA Supervisor Districts (2012 Redistricting)",P3,dec_pl94_compare_2020_2010,0:00:32.982865
3f6e12cd367089ec55787de253a4f0ec,"San Francisco, CA Supervisor Districts (2012 Redistricting)",P4,dec_pl94_compare_2020_2010,0:00:32.994536
3f6e12cd367089ec55787de253a4f0ec,"San Francisco, CA Supervisor Districts (2012 Redistricting)",P5,dec2020_pl94,0:00:15.412848
3f6e12cd367089ec55787de253a4f0ec,"San Francisco, CA Supervisor Districts (2012 Redistricting)",H1,dec_pl94_compare_2020_2010,0:00:31.771152
6ff472721bbaee97d53984840921e034,"Oakland, CA Council Districts",block_assignment,2020,0:00:08.975963
6ff472721bbaee97d53984840921e034,"Oakland, CA Council Districts",block_assignment,2010,0:00:04.074080
6ff472721bbaee97d53984840921e034,"Oakland, CA Council Districts",P1,dec_pl94_compare_2020_2010,0:00:49.438536
6ff472721bbaee97d53984840921e034,"Oakland, CA Council Districts",P2,dec_pl94_compare_2020_2010,0:00:46.783215
6ff472721bbaee97d53984840921e034,"Oakland, CA Council Districts",P3,dec_pl94_compare_2020_2010,0:01:12.484110
6ff472721bbaee97d53984840921e034,"Oakland, CA Council Districts",P4,dec_pl94_compare_2020_2010,0:00:58.583240
6ff472721bbaee97d53984840921e034,"Oakland, CA Council Districts",P5,dec2020_pl94,0:00:20.514425
6ff472721bbaee97d53984840921e034,"Oakland, CA Council Districts",H1,dec_pl94_compare_2020_2010,0:00:41.150136
0738571574015592f9654205e2e92c39,"Raleigh, NC Traffic Analysis Zones",block_assignment,2020,0:00:04.356164
0738571574015592f9654205e2e92c39,"Raleigh, NC Traffic Analysis Zones",block_assignment,2010,0:00:04.678960
0738571574015592f9654205e2e92c39,"Raleigh, NC Traffic Analysis Zones",P1,dec_pl94_compare_2020_2010,0:00:13.022642
0738571574015592f9654205e2e92c39,"Raleigh, NC Traffic Analysis Zones",P2,dec_pl94_compare_2020_2010,0:00:12.415009
0738571574015592f9654205e2e92c39,"Raleigh, NC Traffic Analysis Zones",P3,dec_pl94_compare_2020_2010,0:00:12.580737
0738571574015592f9654205e2e92c39,"Raleigh, NC Traffic Analysis Zones",P4,dec_pl94_compare_2020_2010,0:00:12.996224
0738571574015592f9654205e2e92c39,"Raleigh, NC Traffic Analysis Zones",P5,dec2020_pl94,0:00:06.486954
0738571574015592f9654205e2e92c39,"Raleigh, NC Traffic Analysis Zones",H1,dec_pl94_compare_2020_2010,0:00:07.584694
ea2dbb158bc70be90d36ad158856a929,"St. Louis, MO proposed wards",block_assignment,2020,0:00:07.496328
ea2dbb158bc70be90d36ad158856a929,"St. Louis, MO proposed wards",block_assignment,2010,0:00:07.178508
ea2dbb158bc70be90d36ad158856a929,"St. Louis, MO proposed wards",P1,dec_pl94_compare_2020_2010,0:00:11.775486
ea2dbb158bc70be90d36ad158856a929,"St. Louis, MO proposed wards",P2,dec_pl94_compare_2020_2010,0:00:07.024931
ea2dbb158bc70be90d36ad158856a929,"St. Louis, MO proposed wards",P3,dec_pl94_compare_2020_2010,0:00:13.529619
ea2dbb158bc70be90d36ad158856a929,"St. Louis, MO proposed wards",P4,dec_pl94_compare_2020_2010,0:00:06.939717
ea2dbb158bc70be90d36ad158856a929,"St. Louis, MO proposed wards",P5,dec2020_pl94,0:00:03.186314
ea2dbb158bc70be90d36ad158856a929,"St. Louis, MO proposed wards",H1,dec_pl94_compare_2020_2010,0:00:05.217968
25e6284347cdda90befb35612fa6b6d5,"St. Louis, MO wards",block_assignment,2020,0:00:06.423996
25e6284347cdda90befb35612fa6b6d5,"St. Louis, MO wards",block_assignment,2010,0:00:05.285515
25e6284347cdda90befb35612fa6b6d5,"St. Louis, MO wards",P1,dec_pl94_compare_2020_2010,0:00:40.135014
25e6284347cdda90befb35612fa6b6d5,"St. Louis, MO wards",P2,dec_pl94_compare_2020_2010,0:00:22.964138
25e6284347cdda90befb35612fa6b6d5,"St. Louis, MO wards",P3,dec_pl94_compare_2020_2010,0:00:41.289575
25e6284347cdda90befb35612fa6b6d5,"St. Louis, MO wards",P4,dec_pl94_compare_2020_2010,0:00:36.711176
25e6284347cdda90befb35612fa6b6d5,"St. Louis, MO wards",P5,dec2020_pl94,0:00:13.796431
25e6284347cdda90befb35612fa6b6d5,"St. Louis, MO wards",H1,dec_pl94_compare_2020_2010,0:00:52.419211
496b4a27911ad1d252830bf0cd1a55b3,"Atlanta, GA Neighborhoods",block_assignment,2020,0:00:09.966339
496b4a27911ad1d252830bf0cd1a55b3,"Atlanta, GA Neighborhoods",block_assignment,2010,0:00:07.005902
496b4a27911ad1d252830bf0cd1a55b3,"Atlanta, GA Neighborhoods",P1,dec_pl94_compare_2020_2010,0:00:17.362937
496b4a27911ad1d252830bf0cd1a55b3,"Atlanta, GA Neighborhoods",P2,dec_pl94_compare_2020_2010,0:00:10.335173
496b4a27911ad1d252830bf0cd1a55b3,"Atlanta, GA Neighborhoods",P3,dec_pl94_compare_2020_2010,0:00:12.515327
496b4a27911ad1d252830bf0cd1a55b3,"Atlanta, GA Neighborhoods",P4,dec_pl94_compare_2020_2010,0:00:09.467657
496b4a27911ad1d252830bf0cd1a55b3,"Atlanta, GA Neighborhoods",P5,dec2020_pl94,0:00:04.079089
496b4a27911ad1d252830bf0cd1a55b3,"Atlanta, GA Neighborhoods",H1,dec_pl94_compare_2020_2010,0:00:07.579043
70623cc2a11b0ad0e223a2eaa330cf8d,"Cleveland, OH City Neighborhoods (Statistical Planning Areas)",block_assignment,2020,0:00:04.001430
70623cc2a11b0ad0e223a2eaa330cf8d,"Cleveland, OH City Neighborhoods (Statistical Planning Areas)",block_assignment,2010,0:00:03.183347
70623cc2a11b0ad0e223a2eaa330cf8d,"Cleveland, OH City Neighborhoods (Statistical Planning Areas)",P1,dec_pl94_compare_2020_2010,0:00:15.010649
70623cc2a11b0ad0e223a2eaa330cf8d,"Cleveland, OH City Neighborhoods (Statistical Planning Areas)",P2,dec_pl94_compare_2020_2010,0:00:11.858069
70623cc2a11b0ad0e223a2eaa330cf8d,"Cleveland, OH City Neighborhoods (Statistical Planning Areas)",P3,dec_pl94_compare_2020_2010,0:00:15.784727
70623cc2a11b0ad0e223a2eaa330cf8d,"Cleveland, OH City Neighborhoods (Statistical Planning Areas)",P4,dec_pl94_compare_2020_2010,0:00:17.618611
70623cc2a11b0ad0e223a2eaa330cf8d,"Cleveland, OH City Neighborhoods (Statistical Planning Areas)",P5,dec2020_pl94,0:00:07.642516
70623cc2a11b0ad0e223a2eaa330cf8d,"Cleveland, OH City Neighborhoods (Statistical Planning Areas)",H1,dec_pl94_compare_2020_2010,0:00:14.845529
d5df8e95d49885e21d780daae1539d18,"Spokane, WA Neighborhoods",block_assignment,2020,0:00:04.344858
d5df8e95d49885e21d780daae1539d18,"Spokane, WA Neighborhoods",block_assignment,2010,0:00:03.301860
d5df8e95d49885e21d780daae1539d18,"Spokane, WA Neighborhoods",P1,dec_pl94_compare_2020_2010,0:01:13.206261
d5df8e95d49885e21d780daae1539d18,"Spokane, WA Neighborhoods",P2,dec_pl94_compare_2020_2010,0:00:54.050896
d5df8e95d49885e21d780daae1539d18,"Spokane, WA Neighborhoods",P3,dec_pl94_compare_2020_2010,0:01:51.291980
d5df8e95d49885e21d780daae1539d18,"Spokane, WA Neighborhoods",P4,dec_pl94_compare_2020_2010,0:01:42.043680
d5df8e95d49885e21d780daae1539d18,"Spokane, WA Neighborhoods",P5,dec2020_pl94,0:00:28.358145
d5df8e95d49885e21d780daae1539d18,"Spokane, WA Neighborhoods",H1,dec_pl94_compare_2020_2010,0:00:48.649353
8e0908d3e227091101403878f4f1b99a,"St. Paul, MN Community Council Districts",block_assignment,2020,0:00:02.935089
8e0908d3e227091101403878f4f1b99a,"St. Paul, MN Community Council Districts",block_assignment,2010,0:00:03.017019
8e0908d3e227091101403878f4f1b99a,"St. Paul, MN Community Council Districts",P1,dec_pl94_compare_2020_2010,0:00:05.566512
8e0908d3e227091101403878f4f1b99a,"St. Paul, MN Community Council Districts",P2,dec_pl94_compare_2020_2010,0:00:04.713700
8e0908d3e227091101403878f4f1b99a,"St. Paul, MN Community Council Districts",P3,dec_pl94_compare_2020_2010,0:00:05.422867
8e0908d3e227091101403878f4f1b99a,"St. Paul, MN Community Council Districts",P4,dec_pl94_compare_2020_2010,0:00:05.722453
8e0908d3e227091101403878f4f1b99a,"St. Paul, MN Community Council Districts",P5,dec2020_pl94,0:00:02.587133
8e0908d3e227091101403878f4f1b99a,"St. Paul, MN Community Council Districts",H1,dec_pl94_compare_2020_2010,0:00:04.115948
8ace4b6f9d6ca0cf15853ac5a3a79931,Alphabet City (approximate): East Village census tracts east of First Avenue,block_assignment,2020,0:00:01.515190
8ace4b6f9d6ca0cf15853ac5a3a79931,Alphabet City (approximate): East Village census tracts east of First Avenue,block_assignment,2010,0:00:00.949081
8ace4b6f9d6ca0cf15853ac5a3a79931,Alphabet City (approximate): East Village census tracts east of First Avenue,P1,dec_pl94_compare_2020_2010,0:00:01.760892
8ace4b6f9d6ca0cf15853ac5a3a79931,Alphabet City (approximate): East Village census tracts east of First Avenue,P2,dec_pl94_compare_2020_2010,0:00:01.626350
8ace4b6f9d6ca0cf15853ac5a3a79931,Alphabet City (approximate): East Village census tracts east of First Avenue,P3,dec_pl94_compare_2020_2010,0:00:01.546688
8ace4b6f9d6ca0cf15853ac5a3a79931,Alphabet City (approximate): East Village census tracts east of First Avenue,P4,dec_pl94_compare_2020_2010,0:00:01.595086
8ace4b6f9d6ca0cf15853ac5a3a79931,Alphabet City (approximate): East Village census tracts east of First Avenue,P5,dec2020_pl94,0:00:00.795993
8ace4b6f9d6ca0cf15853ac5a3a79931,Alphabet City (approximate): East Village census tracts east of First Avenue,H1,dec_pl94_compare_2020_2010,0:00:01.311219
6f66e09efa830fe5d8a2e08681b1779b,Proposed St. Louis Wards 2021-12-10,block_assignment,2020,0:00:05.627804
6f66e09efa830fe5d8a2e08681b1779b,Proposed St. Louis Wards 2021-12-10,block_assignment,2010,0:00:04.466920
6f66e09efa830fe5d8a2e08681b1779b,Proposed St. Louis Wards 2021-12-10,P1,dec_pl94_compare_2020_2010,0:00:06.712822
6f66e09efa830fe5d8a2e08681b1779b,Proposed St. Louis Wards 2021-12-10,P2,dec_pl94_compare_2020_2010,0:00:06.739827
6f66e09efa830fe5d8a2e08681b1779b,Proposed St. Louis Wards 2021-12-10,P3,dec_pl94_compare_2020_2010,0:00:06.690601
6f66e09efa830fe5d8a2e08681b1779b,Proposed St. Louis Wards 2021-12-10,P4,dec_pl94_compare_2020_2010,0:00:06.728807
6f66e09efa830fe5d8a2e08681b1779b,Proposed St. Louis Wards 2021-12-10,P5,dec2020_pl94,0:00:03.196902
6f66e09efa830fe5d8a2e08681b1779b,Proposed St. Louis Wards 2021-12-10,H1,dec_pl94_compare_2020_2010,0:00:04.890928
b718edc338dfde7793e9f666a446f26b,"Alphabet City, Manhattan, New York",block_assignment,2020,0:00:00.750466
b718edc338dfde7793e9f666a446f26b,"Alphabet City, Manhattan, New York",block_assignment,2010,0:00:00.802643
b718edc338dfde7793e9f666a446f26b,"Alphabet City, Manhattan, New York",P1,dec_pl94_compare_2020_2010,0:00:01.196362
b718edc338dfde7793e9f666a446f26b,"Alphabet City, Manhattan, New York",P2,dec_pl94_compare_2020_2010,0:00:01.216546
b718edc338dfde7793e9f666a446f26b,"Alphabet City, Manhattan, New York",P3,dec_pl94_compare_2020_2010,0:00:01.207771
b718edc338dfde7793e9f666a446f26b,"Alphabet City, Manhattan, New York",P4,dec_pl94_compare_2020_2010,0:00:01.229845
b718edc338dfde7793e9f666a446f26b,"Alphabet City, Manhattan, New York",P5,dec2020_pl94,0:00:00.662381
b718edc338dfde7793e9f666a446f26b,"Alphabet City, Manhattan, New York",H1,dec_pl94_compare_2020_2010,0:00:01.132324
8fff534f46196c1381fd0c0993aad746,"St. Louis, MO Proposed Wards 2012-12-16",block_assignment,2020,0:00:02.991369
8fff534f46196c1381fd0c0993aad746,"St. Louis, MO Proposed Wards 2012-12-16",block_assignment,2010,0:00:02.865337
8fff534f46196c1381fd0c0993aad746,"St. Louis, MO Proposed Wards 2012-12-16",P1,dec_pl94_compare_2020_2010,0:00:07.258188
8fff534f46196c1381fd0c0993aad746,"St. Louis, MO Proposed Wards 2012-12-16",P2,dec_pl94_compare_2020_2010,0:00:07.046319
8fff534f46196c1381fd0c0993aad746,"St. Louis, MO Proposed Wards 2012-12-16",P3,dec_pl94_compare_2020_2010,0:00:06.905270
8fff534f46196c1381fd0c0993aad746,"St. Louis, MO Proposed Wards 2012-12-16",P4,dec_pl94_compare_2020_2010,0:00:06.794807
8fff534f46196c1381fd0c0993aad746,"St. Louis, MO Proposed Wards 2012-12-16",P5,dec2020_pl94,0:00:03.180286
8fff534f46196c1381fd0c0993aad746,"St. Louis, MO Proposed Wards 2012-12-16",H1,dec_pl94_compare_2020_2010,0:00:05.187071
60131bfbb1bfa9454e0266dac669d273,"Oakland, CA Community Police Beats ",block_assignment,2020,0:00:05.369839
60131bfbb1bfa9454e0266dac669d273,"Oakland, CA Community Police Beats ",block_assignment,2010,0:00:05.216946
60131bfbb1bfa9454e0266dac669d273,"Oakland, CA Community Police Beats ",P1,dec_pl94_compare_2020_2010,0:00:37.679643
60131bfbb1bfa9454e0266dac669d273,"Oakland, CA Community Police Beats ",P2,dec_pl94_compare_2020_2010,0:00:38.898721
60131bfbb1bfa9454e0266dac669d273,"Oakland, CA Community Police Beats ",P3,dec_pl94_compare_2020_2010,0:00:35.790333
60131bfbb1bfa9454e0266dac669d273,"Oakland, CA Community Police Beats ",P4,dec_pl94_compare_2020_2010,0:00:28.248149
60131bfbb1bfa9454e0266dac669d273,"Oakland, CA Community Police Beats ",P5,dec2020_pl94,0:00:11.633743
60131bfbb1bfa9454e0266dac669d273,"Oakland, CA Community Police Beats ",H1,dec_pl94_compare_2020_2010,0:00:24.640861
12ae0fa2b6d42b1bdf8787edcdfec6b1,"Phoenix, AZ Urban Villages",block_assignment,2020,0:00:10.408547
12ae0fa2b6d42b1bdf8787edcdfec6b1,"Phoenix, AZ Urban Villages",block_assignment,2010,0:00:10.515755
12ae0fa2b6d42b1bdf8787edcdfec6b1,"Phoenix, AZ Urban Villages",P1,dec_pl94_compare_2020_2010,0:01:36.263882
12ae0fa2b6d42b1bdf8787edcdfec6b1,"Phoenix, AZ Urban Villages",P2,dec_pl94_compare_2020_2010,0:01:48.894473
12ae0fa2b6d42b1bdf8787edcdfec6b1,"Phoenix, AZ Urban Villages",P3,dec_pl94_compare_2020_2010,0:01:12.036952
12ae0fa2b6d42b1bdf8787edcdfec6b1,"Phoenix, AZ Urban Villages",P4,dec_pl94_compare_2020_2010,0:01:29.308142
12ae0fa2b6d42b1bdf8787edcdfec6b1,"Phoenix, AZ Urban Villages",P5,dec2020_pl94,0:00:40.641097
12ae0fa2b6d42b1bdf8787edcdfec6b1,"Phoenix, AZ Urban Villages",H1,dec_pl94_compare_2020_2010,0:01:49.430892
010b4fb53ce37978a6107f14c752fac6,"Chatham county, GA Traffic Analysis Zones",block_assignment,2020,0:00:04.280098
010b4fb53ce37978a6107f14c752fac6,"Chatham county, GA Traffic Analysis Zones",block_assignment,2010,0:00:04.053872
010b4fb53ce37978a6107f14c752fac6,"Chatham county, GA Traffic Analysis Zones",P1,dec_pl94_compare_2020_2010,0:00:07.396741
010b4fb53ce37978a6107f14c752fac6,"Chatham county, GA Traffic Analysis Zones",P2,dec_pl94_compare_2020_2010,0:00:07.768604
010b4fb53ce37978a6107f14c752fac6,"Chatham county, GA Traffic Analysis Zones",P3,dec_pl94_compare_2020_2010,0:00:07.535475
010b4fb53ce37978a6107f14c752fac6,"Chatham county, GA Traffic Analysis Zones",P4,dec_pl94_compare_2020_2010,0:00:07.683336
010b4fb53ce37978a6107f14c752fac6,"Chatham county, GA Traffic Analysis Zones",P5,dec2020_pl94,0:00:04.968261
010b4fb53ce37978a6107f14c752fac6,"Chatham county, GA Traffic Analysis Zones",H1,dec_pl94_compare_2020_2010,0:00:10.312180
fa57da5675b74919fa704492c739cb35,"Effingham County, GA Traffic Analysis Zones",block_assignment,2020,0:00:02.464657
fa57da5675b74919fa704492c739cb35,"Effingham County, GA Traffic Analysis Zones",block_assignment,2010,0:00:02.689215
fa57da5675b74919fa704492c739cb35,"Effingham County, GA Traffic Analysis Zones",P1,dec_pl94_compare_2020_2010,0:00:05.870749
fa57da5675b74919fa704492c739cb35,"Effingham County, GA Traffic Analysis Zones",P2,dec_pl94_compare_2020_2010,0:00:05.309853
fa57da5675b74919fa704492c739cb35,"Effingham County, GA Traffic Analysis Zones",P3,dec_pl94_compare_2020_2010,0:00:04.141873
fa57da5675b74919fa704492c739cb35,"Effingham County, GA Traffic Analysis Zones",P4,dec_pl94_compare_2020_2010,0:00:04.242542
fa57da5675b74919fa704492c739cb35,"Effingham County, GA Traffic Analysis Zones",P5,dec2020_pl94,0:00:01.974474
fa57da5675b74919fa704492c739cb35,"Effingham County, GA Traffic Analysis Zones",H1,dec_pl94_compare_2020_2010,0:00:03.414625
abeef6ebfa43719d82b00593fc64f5a5,"Bryan County, GA Traffic Analysis Zones",block_assignment,2020,0:00:02.434331
abeef6ebfa43719d82b00593fc64f5a5,"Bryan County, GA Traffic Analysis Zones",block_assignment,2010,0:00:02.566577
abeef6ebfa43719d82b00593fc64f5a5,"Bryan County, GA Traffic Analysis Zones",P1,dec_pl94_compare_2020_2010,0:00:06.876355
abeef6ebfa43719d82b00593fc64f5a5,"Bryan County, GA Traffic Analysis Zones",P2,dec_pl94_compare_2020_2010,0:00:06.933977
abeef6ebfa43719d82b00593fc64f5a5,"Bryan County, GA Traffic Analysis Zones",P3,dec_pl94_compare_2020_2010,0:00:20.365170
abeef6ebfa43719d82b00593fc64f5a5,"Bryan County, GA Traffic Analysis Zones",P4,dec_pl94_compare_2020_2010,0:00:10.811860
abeef6ebfa43719d82b00593fc64f5a5,"Bryan County, GA Traffic Analysis Zones",P5,dec2020_pl94,0:00:03.436761
abeef6ebfa43719d82b00593fc64f5a5,"Bryan County, GA Traffic Analysis Zones",H1,dec_pl94_compare_2020_2010,0:00:05.582303
3798a95fe4785987e67efd123b01d941,"Cincinnati, OH Statistical Neighborhood Approximations (SNA)",block_assignment,2020,0:00:03.184708
3798a95fe4785987e67efd123b01d941,"Cincinnati, OH Statistical Neighborhood Approximations (SNA)",block_assignment,2010,0:00:03.144901
3798a95fe4785987e67efd123b01d941,"Cincinnati, OH Statistical Neighborhood Approximations (SNA)",P1,dec_pl94_compare_2020_2010,0:00:11.417893
3798a95fe4785987e67efd123b01d941,"Cincinnati, OH Statistical Neighborhood Approximations (SNA)",P2,dec_pl94_compare_2020_2010,0:00:09.134694
3798a95fe4785987e67efd123b01d941,"Cincinnati, OH Statistical Neighborhood Approximations (SNA)",P3,dec_pl94_compare_2020_2010,0:00:11.217195
3798a95fe4785987e67efd123b01d941,"Cincinnati, OH Statistical Neighborhood Approximations (SNA)",P4,dec_pl94_compare_2020_2010,0:00:11.015280
3798a95fe4785987e67efd123b01d941,"Cincinnati, OH Statistical Neighborhood Approximations (SNA)",P5,dec2020_pl94,0:00:05.656117
3798a95fe4785987e67efd123b01d941,"Cincinnati, OH Statistical Neighborhood Approximations (SNA)",H1,dec_pl94_compare_2020_2010,0:00:17.868309
b950f04b8cbc4f958d695cb58dc06038,"SD-15",block_assignment,2020,0:00:02.670840
b950f04b8cbc4f958d695cb58dc06038,"SD-15",block_assignment,2010,0:00:02.129779
b950f04b8cbc4f958d695cb58dc06038,"SD-15",P1,dec_pl94_compare_2020_2010,0:00:03.074191
b950f04b8cbc4f958d695cb58dc06038,"SD-15",P2,dec_pl94_compare_2020_2010,0:00:03.150276
b950f04b8cbc4f958d695cb58dc06038,"SD-15",P3,dec_pl94_compare_2020_2010,0:00:02.916213
b950f04b8cbc4f958d695cb58dc06038,"SD-15",P4,dec_pl94_compare_2020_2010,0:00:03.317971
b950f04b8cbc4f958d695cb58dc06038,"SD-15",P5,dec2020_pl94,0:00:01.698041
b950f04b8cbc4f958d695cb58dc06038,"SD-15",H1,dec_pl94_compare_2020_2010,0:00:02.166083
6f6c4518e7c9964ae7a9d0e9fca6f089,"San Francisco, CA Find Neighborhoods",block_assignment,2020,0:00:05.312142
6f6c4518e7c9964ae7a9d0e9fca6f089,"San Francisco, CA Find Neighborhoods",block_assignment,2010,0:00:03.233756
6f6c4518e7c9964ae7a9d0e9fca6f089,"San Francisco, CA Find Neighborhoods",P1,dec_pl94_compare_2020_2010,0:00:06.172769
6f6c4518e7c9964ae7a9d0e9fca6f089,"San Francisco, CA Find Neighborhoods",P2,dec_pl94_compare_2020_2010,0:00:06.327283
6f6c4518e7c9964ae7a9d0e9fca6f089,"San Francisco, CA Find Neighborhoods",P3,dec_pl94_compare_2020_2010,0:00:05.851411
6f6c4518e7c9964ae7a9d0e9fca6f089,"San Francisco, CA Find Neighborhoods",P4,dec_pl94_compare_2020_2010,0:00:05.753273
6f6c4518e7c9964ae7a9d0e9fca6f089,"San Francisco, CA Find Neighborhoods",P5,dec2020_pl94,0:00:02.391322
6f6c4518e7c9964ae7a9d0e9fca6f089,"San Francisco, CA Find Neighborhoods",H1,dec_pl94_compare_2020_2010,0:00:04.366162
35e920490c603eb9d151fae5951921a0,"North Dakota State Senate District 21 (2022-2030)",block_assignment,2020,0:00:01.711107
35e920490c603eb9d151fae5951921a0,"North Dakota State Senate District 21 (2022-2030)",block_assignment,2010,0:00:01.364901
35e920490c603eb9d151fae5951921a0,"North Dakota State Senate District 21 (2022-2030)",P1,dec_pl94_compare_2020_2010,0:00:04.620510
35e920490c603eb9d151fae5951921a0,"North Dakota State Senate District 21 (2022-2030)",P2,dec_pl94_compare_2020_2010,0:00:02.875344
35e920490c603eb9d151fae5951921a0,"North Dakota State Senate District 21 (2022-2030)",P3,dec_pl94_compare_2020_2010,0:00:03.011260
35e920490c603eb9d151fae5951921a0,"North Dakota State Senate District 21 (2022-2030)",P4,dec_pl94_compare_2020_2010,0:00:03.001252
35e920490c603eb9d151fae5951921a0,"North Dakota State Senate District 21 (2022-2030)",P5,dec2020_pl94,0:00:01.927586
35e920490c603eb9d151fae5951921a0,"North Dakota State Senate District 21 (2022-2030)",H1,dec_pl94_compare_2020_2010,0:00:04.386016
aef3e4808ddc1732ce835ea113570ef8,"CA State Assembly District 51 (2021)",block_assignment,2020,0:00:07.488299
aef3e4808ddc1732ce835ea113570ef8,"CA State Assembly District 51 (2021)",block_assignment,2010,0:00:04.016900
aef3e4808ddc1732ce835ea113570ef8,"CA State Assembly District 51 (2021)",P1,dec_pl94_compare_2020_2010,0:01:01.888392
aef3e4808ddc1732ce835ea113570ef8,"CA State Assembly District 51 (2021)",P2,dec_pl94_compare_2020_2010,0:02:01.799182
aef3e4808ddc1732ce835ea113570ef8,"CA State Assembly District 51 (2021)",P3,dec_pl94_compare_2020_2010,0:01:01.560347
aef3e4808ddc1732ce835ea113570ef8,"CA State Assembly District 51 (2021)",P4,dec_pl94_compare_2020_2010,0:01:18.738923
aef3e4808ddc1732ce835ea113570ef8,"CA State Assembly District 51 (2021)",P5,dec2020_pl94,0:00:31.942325
aef3e4808ddc1732ce835ea113570ef8,"CA State Assembly District 51 (2021)",H1,dec_pl94_compare_2020_2010,0:01:10.257390
110956430af8e84b02ba50279d95d878,"Valley View Community Unit School District 365U, IL",block_assignment,2020,0:00:02.766183
110956430af8e84b02ba50279d95d878,"Valley View Community Unit School District 365U, IL",block_assignment,2010,0:00:01.969937
110956430af8e84b02ba50279d95d878,"Valley View Community Unit School District 365U, IL",P1,dec_pl94_compare_2020_2010,0:00:07.267766
110956430af8e84b02ba50279d95d878,"Valley View Community Unit School District 365U, IL",P2,dec_pl94_compare_2020_2010,0:00:07.806257
110956430af8e84b02ba50279d95d878,"Valley View Community Unit School District 365U, IL",P3,dec_pl94_compare_2020_2010,0:00:07.421045
110956430af8e84b02ba50279d95d878,"Valley View Community Unit School District 365U, IL",P4,dec_pl94_compare_2020_2010,0:00:07.697017
110956430af8e84b02ba50279d95d878,"Valley View Community Unit School District 365U, IL",P5,dec2020_pl94,0:00:04.191750
110956430af8e84b02ba50279d95d878,"Valley View Community Unit School District 365U, IL",H1,dec_pl94_compare_2020_2010,0:00:10.538710
9c37b6733793dcc5261bf37bf19e71c7,"Boston, MA precinct boundaries (2022)",block_assignment,2020,0:00:03.376575
9c37b6733793dcc5261bf37bf19e71c7,"Boston, MA precinct boundaries (2022)",block_assignment,2010,0:00:04.051045
9c37b6733793dcc5261bf37bf19e71c7,"Boston, MA precinct boundaries (2022)",P1,dec_pl94_compare_2020_2010,0:00:19.225102
9c37b6733793dcc5261bf37bf19e71c7,"Boston, MA precinct boundaries (2022)",P2,dec_pl94_compare_2020_2010,0:00:15.016635
9c37b6733793dcc5261bf37bf19e71c7,"Boston, MA precinct boundaries (2022)",P3,dec_pl94_compare_2020_2010,0:00:15.665601
9c37b6733793dcc5261bf37bf19e71c7,"Boston, MA precinct boundaries (2022)",P4,dec_pl94_compare_2020_2010,0:00:13.270249
9c37b6733793dcc5261bf37bf19e71c7,"Boston, MA precinct boundaries (2022)",P5,dec2020_pl94,0:00:04.096888
9c37b6733793dcc5261bf37bf19e71c7,"Boston, MA precinct boundaries (2022)",H1,dec_pl94_compare_2020_2010,0:00:05.356537
43a475206e7fd6ae95bf1ee400d22390,"Boston, MA City Council Districts",block_assignment,2020,0:00:02.468977
43a475206e7fd6ae95bf1ee400d22390,"Boston, MA City Council Districts",block_assignment,2010,0:00:02.982327
43a475206e7fd6ae95bf1ee400d22390,"Boston, MA City Council Districts",P1,dec_pl94_compare_2020_2010,0:00:19.454178
43a475206e7fd6ae95bf1ee400d22390,"Boston, MA City Council Districts",P2,dec_pl94_compare_2020_2010,0:00:24.864215
43a475206e7fd6ae95bf1ee400d22390,"Boston, MA City Council Districts",P3,dec_pl94_compare_2020_2010,0:00:41.796573
43a475206e7fd6ae95bf1ee400d22390,"Boston, MA City Council Districts",P4,dec_pl94_compare_2020_2010,0:00:15.161248
43a475206e7fd6ae95bf1ee400d22390,"Boston, MA City Council Districts",P5,dec2020_pl94,0:00:08.247104
43a475206e7fd6ae95bf1ee400d22390,"Boston, MA City Council Districts",H1,dec_pl94_compare_2020_2010,0:00:26.840969
